gameweek_x,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,league,gameweek_y,manager,team,formation,name,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
23,Sat,2021-02-27,15:30 ,Stuttgart,2.2,5–1,1.5,Schalke 04,,Mercedes-Benz Arena,Guido Winkmann,Bundesliga,23,Pellegrino Matarazzo,Stuttgart,3-4-3,Gregor Kobel,ch SUI,23-083,90,5,1,3,80.0,2.4,6,10,60.0,24,3,37.5,32.7,7,14.3,23.6,16,0,0.0,1,20.0
23,Sat,2021-02-27,15:30 ,Stuttgart,2.2,5–1,1.5,Schalke 04,,Mercedes-Benz Arena,Guido Winkmann,Bundesliga,23,Christian Gross,Schalke 04,4-2-3-1,Michael Langer,at AUT,36-052,90,10,5,5,50.0,1.9,2,13,15.4,25,6,40.0,35.3,8,37.5,32.6,23,0,0.0,5,20.0
23,Sat,2021-02-27,15:30 ,Dortmund,2.8,3–0,0.8,Arminia,,Signal Iduna Park,Tobias Reichel,Bundesliga,23,Edin Terzić,Dortmund,4-1-4-1,Marwin Hitz,ch SUI,33-162,90,2,0,2,100.0,0.2,3,6,50.0,31,4,16.1,24.0,5,20.0,31.6,5,0,0.0,0,
23,Sat,2021-02-27,15:30 ,Dortmund,2.8,3–0,0.8,Arminia,,Signal Iduna Park,Tobias Reichel,Bundesliga,23,Uwe Neuhaus,Arminia,4-4-2,Stefan Ortega,de GER,28-113,90,9,3,6,77.8,3.1,14,23,60.9,56,4,35.7,31.2,8,37.5,38.5,13,0,0.0,2,14.3
23,Sat,2021-02-27,15:30 ,Wolfsburg,0.7,2–0,1.1,Hertha BSC,,Volkswagen Arena,Bastian Dankert,Bundesliga,23,Oliver Glasner,Wolfsburg,4-2-3-1,Koen Casteels,be BEL,28-247,90,2,0,2,100.0,0.4,3,13,23.1,29,5,34.5,34.7,3,100.0,70.7,16,1,6.3,0,4.0
23,Sat,2021-02-27,15:30 ,Wolfsburg,0.7,2–0,1.1,Hertha BSC,,Volkswagen Arena,Bastian Dankert,Bundesliga,23,Pál Dárdai,Hertha BSC,3-4-1-2,Rune Jarstein,no NOR,36-151,90,2,2,1,0.0,0.4,5,14,35.7,24,4,45.8,38.6,12,25.0,34.7,16,1,6.3,0,5.0
23,Sat,2021-02-27,18:30 ,RB Leipzig,1.6,3–2,1.4,M'Gladbach,,Red Bull Arena,Manuel Gräfe,Bundesliga,23,Julian Nagelsmann,RB Leipzig,4-2-3-1,Péter Gulácsi,hu HUN,30-297,90,2,2,0,50.0,1.6,0,0,,14,4,0.0,20.1,1,0.0,36.0,7,0,0.0,0,
23,Sat,2021-02-27,18:30 ,RB Leipzig,1.6,3–2,1.4,M'Gladbach,,Red Bull Arena,Manuel Gräfe,Bundesliga,23,Marco Rose,M'Gladbach,3-1-4-2,Yann Sommer,ch SUI,32-072,90,9,3,6,66.7,1.6,7,30,23.3,46,5,52.2,37.0,11,54.5,44.1,26,0,0.0,2,14.9
23,Sun,2021-02-28,13:30 ,Union Berlin,1.0,1–1,1.3,Hoffenheim,,Stadion An der Alten Försterei,Tobias Stieler,Bundesliga,23,Urs Fischer,Union Berlin,3-1-4-2,Loris Karius,de GER,27-251,90,2,1,2,50.0,0.4,8,15,53.3,27,3,44.4,37.7,6,50.0,39.2,13,0,0.0,1,10.8
23,Sun,2021-02-28,13:30 ,Union Berlin,1.0,1–1,1.3,Hoffenheim,,Stadion An der Alten Försterei,Tobias Stieler,Bundesliga,23,Sebastian Hoeneß,Hoffenheim,3-4-1-2,Oliver Baumann,de GER,30-271,90,1,1,0,100.0,1.0,4,13,30.8,40,4,27.5,26.2,2,100.0,54.0,11,0,0.0,3,21.5
