dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,league,gameweek,manager,team,formation,name,ht_score,x,y,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,   Edon Zhegrova,1–0,9999.0,9999.0,23,KVX,RW,24.364,24,0,0,0,0,2,0,0,0,13,0,0,0,0.3,0.3,0.0,1,0,9,10,90.0,1,9,0,0,0,113,39,5,5,100.0,2,2,100.0,0,1,0.0,0.0,0,1,0,0,9,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,8,2,13,,0,,46,14,0,0,1,0,9,4,0,0,0,0,0,0,0,1,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Rémy Cabella,1–0,50.0,35.0,10,FRA,AM,33.427,80,0,0,0,0,2,1,0,0,56,3,0,1,0.5,0.5,0.2,3,0,34,47,72.3,4,39,4,5,2,446,179,22,26,84.6,7,13,53.8,2,4,50.0,0.1,3,4,2,0,39,8,3,1,0,3,1,2,1,1,0,0,1,3,0,1,2,0,4,0.0,4,0,1,3,0,0,0,5,21,30,5,56,40.0,3,60.0,263,106,2,0,0,0,35,4,0,0,1,0,0,0,0,4,0,1,0.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,   Gabriel Gudmundsson,1–0,9999.0,9999.0,5,SWE,LW,24.285,10,0,0,0,0,1,0,0,0,11,1,0,0,0.1,0.1,0.0,0,0,4,6,66.7,0,8,0,1,0,52,7,3,3,100.0,1,1,100.0,0,0,,0.0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,0,0,1,0,0,0,1,4,6,1,11,0.0,1,100.0,80,10,0,0,1,0,9,2,0,1,0,0,0,0,0,0,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Benjamin André,1–0,66.67,25.0,21,FRA,DM,33.022,90,0,0,0,0,1,0,0,0,83,4,2,1,0.1,0.1,0.0,2,0,59,72,81.9,5,61,1,1,0,847,230,36,41,87.8,17,20,85.0,2,6,33.3,0.0,1,7,0,0,69,2,2,1,1,1,0,0,0,0,0,1,0,3,2,1,1,2,3,66.7,1,0,1,6,0,0,1,20,45,19,1,83,0.0,1,100.0,370,139,4,0,1,1,57,1,0,2,1,0,0,0,0,9,1,0,100.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Carlos Baleba,1–0,33.33,25.0,35,CMR,DM,19.603,60,0,0,0,0,2,1,0,0,53,4,2,0,0.0,0.0,0.0,0,0,37,41,90.2,3,41,1,0,0,612,93,18,20,90.0,12,12,100.0,4,6,66.7,0.0,0,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,4,75.0,1,0,0,6,0,0,1,6,36,11,0,53,,0,,193,66,0,0,0,2,40,1,0,2,2,0,0,0,0,2,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,   Angel Gomes,1–0,9999.0,9999.0,8,ENG,DM,22.945,30,0,1,0,0,0,0,0,0,29,2,0,0,0.0,0.0,0.2,1,1,26,26,100.0,2,25,0,0,0,510,119,8,8,100.0,16,16,100.0,2,2,100.0,0.2,1,1,0,0,25,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,2,50.0,1,0,0,2,0,0,0,5,17,7,0,29,,0,,116,51,1,0,1,0,25,0,0,0,0,0,0,0,0,2,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Ismaily,1–0,83.33,15.0,31,BRA,LB,33.581,90,0,0,0,0,0,0,0,0,64,2,1,1,0.0,0.0,0.0,1,0,41,50,82.0,2,45,5,2,0,648,126,20,24,83.3,18,20,90.0,2,4,50.0,0.1,0,2,0,0,43,7,1,0,0,2,6,0,0,0,0,0,0,2,0,2,0,1,4,25.0,3,0,1,3,2,0,1,15,27,22,4,64,0.0,2,100.0,298,126,4,3,3,0,41,3,0,1,3,0,0,0,0,4,2,2,50.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Alexsandro Ribeiro,1–0,66.67,15.0,4,BRA,CB,24.005,90,0,0,0,0,0,0,0,0,85,2,0,1,0.0,0.0,0.0,0,0,74,80,92.5,4,69,0,0,0,1420,415,24,26,92.3,43,46,93.5,6,7,85.7,0.0,0,6,0,0,77,3,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0.0,1,1,0,2,2,0,8,28,57,1,0,85,,0,,387,181,0,0,0,0,67,0,0,0,1,0,0,0,0,4,2,0,100.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Bafodé Diakité,1–0,33.33,15.0,18,FRA,CB,22.595,90,1,0,0,0,1,1,0,0,122,3,1,1,0.2,0.2,0.0,0,0,111,113,98.2,4,104,2,1,1,1891,682,46,47,97.9,54,55,98.2,8,8,100.0,0.0,0,9,0,0,105,8,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,4,75.0,1,1,0,4,1,0,4,46,74,2,2,122,100.0,0,0.0,426,213,0,0,0,0,96,0,0,0,1,0,0,0,0,9,1,1,50.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Tiago santos,1–0,16.67,15.0,22,POR,RB,21.052,90,0,0,0,0,1,0,1,0,72,4,2,0,0.0,0.0,0.1,3,0,48,63,76.2,2,50,9,7,5,765,163,24,26,92.3,16,21,76.2,4,11,36.4,0.1,1,6,1,1,51,12,1,0,0,9,11,0,0,0,0,0,2,4,1,1,2,3,5,60.0,2,0,0,6,1,0,2,12,37,27,2,72,71.4,2,28.6,425,221,4,2,1,0,45,5,0,1,0,0,0,0,0,10,0,0,
